LGORT,MATNR,MEINS,MENGE
SC01,8301243,ZT,14
SC01,8301163,ZT,1
SC01,0182500,ZT,1
SC01,0110031,ZT,8
SC01,4432010,ZT,48
SC01,0113136,ZT,13
SC01,0107449,ZT,104
SC01,9660910,ZT,44
SC01,5519700,ZT,1
SC01,0105101,ZT,1
SC01,3619151,ZT,2
SC01,3660917,ZT,16
SC01,0096215,ZT,104
SC01,0023524,ZT,96
SC01,0030752,ZT,38
SC01,0000012_,ZT,8
SC01,0111640,ZT,4
SC01,0023135,ZT,6
SC01,3606651,ZT,6
SC01,0188009,ZT,9
SC01,0030693,ZT,56
SC01,0146891,ZT,6
SC01,3602157,ZT,80
SC01,44215010,ZT,3
SC01,0163300,ZT,1
SC01,3613702,ZT,109
SC01,60003,ZT,192
SC01,0061002,ZT,27
SC01,0139843,ZT,3
SC01,9635201,ZT,69
SC01,0070000,ZT,2
SC01,9606831,ZT,32
SC01,0108461,ZT,212
SC01,9660908,ZT,6
SC01,3613122,ZT,16
SC01,0001163,ZT,24
SC01,3619006,ZT,120
SC01,9001230,ZT,1
SC01,3601040,ZT,8
SC01,0029873,ZT,8
SC01,9635200,ZT,12
SC01,4442010,ZT,1
SC01,0028374,ZT,48
SC01,10005,ZT,29
SC01,3605423,ZT,102
SC01,3186600,ZT,72
SC01,3636250,ZT,40
SC01,0023040,ZT,64
SC01,3615234,ZT,512
SC01,0189800,ZT,3
SC01,341009701_,ZT,1
SC01,9619250,ZT,12
SC01,3603815,ZT,32
SC01,0019602,ZT,1
SC01,0029394,ZT,32
SC01,3619201,ZT,1
SC01,3603823,ZT,230
SC01,3630055,ZT,32
SC01,0029878,ZT,56
SC01,4403504,ZT,711
SC01,9515306,ZT,13
SC01,3619256,ZT,24
SC01,0100977,ZT,8
SC01,3660018,ZT,18
SC01,0101704,ZT,20
SC01,0029784,ZT,352
SC01,9680402,ZT,4
SC01,0029761,ZT,186
SC01,0031702,ZT,6
SC01,0060070,ZT,10
SC01,0029740,ZT,36
SC01,0093325,ZT,32
SC01,0102306,ZT,550
SC01,3630021,ZT,16
SC01,9619251,ZT,150
SC01,0028434,ZT,144
SC01,9662317,ZT,5
SC01,4416220,ZT,3
SC01,1090000,ZT,2
SC01,4801114,ZT,73
SC01,1654000,ZT,3
SC01,3602926,ZT,16
SC01,3602928,ZT,12
SC01,0023586,ZT,112
SC01,0155444,ZT,6
SC01,2001267_,ZT,1
SC01,0178641,ZT,2
SC01,9670923,ZT,6
SC01,0111576,ZT,103
SC01,3602019,ZT,240
SC01,2001270P_,ZT,5
SC01,3601000,ZT,184
SC01,4801103,ZT,72
SC01,0029787,ZT,96
SC01,3619207,ZT,1
SC01,0110610.A,ZT,11
SC01,9664000,ZT,16
SC01,4418711,ZT,1
SC01,9601048,ZT,180
SC01,7008790,ZT,6
SC01,3609912,ZT,32
SC01,3601035,ZT,24
SC01,3680107,ZT,32
SC01,9613716,ZT,2448
SC01,3605422,ZT,224
SC01,2000426_,ZT,2
SC01,3605435,ZT,196
SC01,341009800_,ZT,12
SC01,0029384,ZT,4
SC01,3602148,ZT,168
SC01,0162700,ZT,6
SC01,9670201,ZT,1
SC01,3602026,ZT,336
SC01,0029865,ZT,60
SC01,3601031,ZT,48
SC01,3613234,ZT,16
SC01,0023058,ZT,32
SC01,9606832,ZT,4
SC01,3636200,ZT,171
SC01,0007309,ZT,16
SC01,0094705,ZT,313
SC01,2134300,ZT,6
SC01,9660008,ZT,1
SC01,9602908,ZT,48
SC01,3613626,ZT,42
SC01,0107451,ZT,112
SC01,0112043,ZT,288
SC01,3681800,ZT,13
SC01,3619209,ZT,6
SC01,0113679.E,ZT,24
SC01,0135207,ZT,2
SC01,0029763,ZT,272
SC01,0111610,ZT,176
SC01,0107078,ZT,48
SC01,3000078_,ZT,40
SC01,9663016,ZT,6
SC01,2138100,ST,10
SC01,9619263,ZT,72
SC01,4415700,ZT,22
SC01,0060036,ZT,3
SC01,1655001,ZT,6
SC01,44157080,ZT,1
SC01,9002020,ZT,8
SC01,500021,ZT,20
SC01,3602929,ZT,32
SC01,1692001,ZT,38
SC01,9613736,ZT,504
SC01,3605419,ZT,14
SC01,30000,ZT,141
SC01,9663007,ZT,18
SC01,3605427,ZT,24
SC01,3601016,ZT,48
SC01,8301147,ZT,59
SC01,0112431,ZT,48
SC01,9666005,ZT,4
SC01,9000011_,ZT,11
SC01,3602023,ZT,586
SC01,0061000,ZT,1
SC01,4801104,ZT,72
SC01,2000541P_,ZT,2
SC01,3635507,ZT,6
SC01,3606636,ZT,60
SC01,0094700,ZT,1700
SC01,0104560,ZT,48
SC01,3602133,ZT,64
SC01,9635250,ZT,12
SC01,3602121,ZT,64
SC01,9515307,ZT,85
SC01,0092797,ZT,336
SC01,0029893,ZT,112
SC01,3630056,ZT,62
SC01,1693001,ZT,38
SC01,0030224,ZT,96
SC01,0111717,ZT,52
SC01,3680105,ZT,16
SC01,3606660,ZT,24
SC01,9665021,ZT,1
SC01,2133900,ZT,3
SC01,9601023,ZT,96
SC01,9619256,ZT,72
SC01,0079634,ZT,64
SC01,0070005,ZT,1
SC01,4801133,ZT,114
SC01,9619260,ZT,442
SC01,00000,ZT,49
SC01,9619253,ZT,24
SC01,3605429,ZT,27
SC01,3631214,ZT,16
SC01,3664000,ZT,16
SC01,4801126,ZT,114
SC01,0028387,ZT,184
SC01,9606837,ZT,48
SC01,00260530,ZT,26
SC01,0113163,ZT,192
SC01,0023569,ZT,108
SC01,0107446,ZT,285
SC01,7162000,ZT,12
SC01,2000456P_,ZT,13
SC01,0029373,ZT,64
SC01,3602027,ZT,96
SC01,0112568,ZT,49
SC01,3634982,ZT,24
SC01,0110501,ZT,48
SC01,3602022,ZT,80
SC01,0055105,ZT,13
SC01,341009400,ZT,5
SC01,83104,ZT,54
SC01,0188031,ZT,8
SC01,3606854,ZT,100
SC01,0109364,ZT,84
SC01,0100870,ZT,412
SC01,0121280,ZT,28
SC01,3010600,ZT,12
SC01,9602929,ZT,24
SC01,9606816,ZT,8
SC01,0105577,ZT,5
SC01,0112532,ZT,25
SC01,4403510,ZT,134
SC01,0060027,ZT,104
SC01,9613719,ZT,528
SC01,0080175,ZT,36
SC01,0028363,ZT,8
SC01,0085600,ZT,4
SC01,0029562,ZT,30
SC01,0188037,ZT,8
SC01,3602138,ZT,48
SC01,7189800,ZT,4
SC01,0096213,ZT,48
SC01,4801107,ZT,24
SC01,7115700,ZT,6
SC01,3635202,ZT,80
SC01,0025019,ZT,8
SC01,0106051,ZT,148
SC01,9515700,ZT,60
SC01,9606848,ZT,12
SC01,0104305,ZT,1
SC01,0110004,ZT,80
SC01,3602153,ZT,64
SC01,0028366,ZT,48
SC01,3602035,ZT,184
SC01,0104306,ZT,32
SC01,6016001,ZT,25
SC01,0029899,ZT,24
SC01,9515305,ZT,7
SC01,0610000,ZT,5
SC01,1684001,ZT,1
SC01,3602924,ZT,12
SC01,0115480,ZT,60
SC01,0107594,ZT,272
SC01,0022803,ZT,144
SC01,0102083,ZT,2477
SC01,9670913,ZT,1
SC01,0150388,ZT,9
SC01,0023372,ZT,1627
SC01,0004404,ZT,1
SC01,9619267,ZT,120
SC01,3602132,ZT,16
SC01,0135205,ZT,1
SC01,3660201,ZT,6
SC01,9619205,ZT,1
SC01,0188006,ZT,2
SC01,9639900,ZT,55
SC01,7163100,ZT,2
SC01,0029769,ZT,480
SC01,9606834,ZT,24
SC01,3603818,ZT,112
SC01,0188001,ZT,4
SC01,9661000,ZT,6
SC01,9670910,ZT,1
SC01,00006,ZT,35
SC01,3601124,ZT,192
SC01,0026054,ZT,27
SC01,3631050,ZT,6
SC01,0030464,ZT,4
SC01,3613257,ZT,16
SC01,0117103,ZT,48
SC01,4403505,ZT,202
SC01,300006,ZT,66
SC01,0139844,ZT,2
SC01,0111609,ZT,32
SC01,1090002,ZT,49
SC01,50000,ZT,812
SC01,0030453,ZT,8
SC01,951570200_,ZT,20
SC01,0023599,ZT,96
SC01,0028369,ZT,48
SC01,0107450,ZT,340
SC01,10004,ZT,30
SC01,3635201,ZT,6
SC01,0111608,ZT,544
SC01,0029868,ZT,157
SC01,9680406,ZT,1
SC01,3619254,ZT,6
SC01,0107448,ZT,792
SC01,0110517,ZT,73
SC01,9680102,ZT,96
SC01,9681810,ZT,12
SC01,0070007,ZT,1
SC01,1685001,ZT,2
SC01,3602131,ZT,16
SC01,3630022,ZT,32
SC01,0111498,ZT,4
SC01,0092768,ZT,260
SC01,0092680,ZT,249
SC01,9635450,ZT,6
SC01,9661907,ZT,9
SC01,4801117,ZT,60
SC01,0070004,ZT,1
SC01,0163200,ZT,1
SC01,3630002,ZT,206
SC01,0029773,ZT,96
SC01,3613736,ZT,78
SC01,0011002,ZT,32
SC01,3619210,ZT,48
SC01,0160171,ZT,5
SC01,0110197,ZT,1
SC01,0004386,ZT,2
SC01,0060071,ZT,55
SC01,3602018,ZT,18
SC01,3681802,ZT,3
SC01,1090011,ZT,2
SC01,0094676,ZT,644
SC01,0060033,ZT,47
SC01,0100816,ZT,5
SC01,6001234,ZT,2
SC01,3613713,ZT,32
SC01,0105102,ZT,1
SC01,3605428,ZT,144
SC01,71610001,ZT,2
SC01,9012190,ZT,16
SC01,3680106,ZT,8
SC01,4190400,ZT,10
SC01,0060062,ZT,1474
SC01,0029752,ZT,150
SC01,9609904,ZT,75
SC01,0163427,ZT,4
SC01,0104564,ZT,4
SC01,9606830,ZT,12
SC01,2000367P_,ZT,10
SC01,3613701,ZT,48
SC01,3613131,ZT,32
SC01,3602017,ZT,128
SC01,3605424,ZT,274
SC01,0084395,ZT,32
SC01,0025008,ZT,11
SC01,9606829,ZT,48
SC01,9000199,ZT,190
SC01,30002,ZT,22
SC01,44222000,ZT,2
SC01,0137402.A,ZT,12
SC01,0102277,ZT,5
SC01,96170030,ZT,432
SC01,0179679,ZT,11
SC01,3613223,ZT,64
SC01,6011004,ZT,21
SC01,9515303,ZT,10
SC01,8301203,ZT,7
SC01,3602921,ZT,16
SC01,0101427,ZT,20
SC01,0098054,ZT,8
SC01,0115325,ZT,48
SC01,3601019,ZT,48
SC01,9661925,ZT,4
SC01,2000233_,ZT,12
SC01,0101020,ZT,280
SC01,2000172_,ZT,26
SC01,8301156,ZT,13
SC01,0110612.A,ZT,11
SC01,60000,ZT,24
SC01,6000022_,ZT,16
SC01,9613714,ZT,216
SC01,9609927,ZT,24
SC01,2084500,ZT,3
SC01,0110021,ZT,80
SC01,44157020,ZT,1
SC01,3602920,ZT,2
SC01,9613217,ZT,84
SC01,4417200,ZT,1
SC01,90000,ZT,1
SC01,0137400,ZT,43
SC01,3635253,ZT,36
SC01,0023584,ZT,32
SC01,1700001,ZT,184
SC01,0023059,ZT,48
SC01,9580300,ZT,11
SC01,0098409,ZT,7
SC01,9619005,ZT,312
SC01,3602024,ZT,336
SC01,0097872,ZT,241
SC01,3619250,ZT,96
SC01,44157050,ZT,14
SC01,44157040,ZT,3
SC01,3606634,ZT,12
SC01,0060026,ZT,94
SC01,0030754,ZT,16
SC01,3581810,ZT,18
SC01,0029902,ZT,180
SC01,3606619,ZT,32
SC01,3615131,ZT,80
SC01,9681003,ZT,24
SC01,2001265_,ZT,1
SC01,6015001,ZT,39
SC01,9613626,ZT,50
SC01,4801105,ZT,24
SC01,0023527,ZT,4
SC01,9665009,ZT,9
SC01,0116274,ZT,48
SC01,0161200,ZT,1
SC01,4415705,ZT,1
SC01,3602136,ZT,32
SC01,0108437,ZT,84
SC01,3635204,ZT,256
SC01,8301244,ZT,21
SC01,3604421,ZT,8
SC01,3581813,ZT,76
SC01,0106562,ZT,176
SC01,3606628,ZT,56
SC01,0023394,ZT,64
SC01,9660002,ZT,24
SC01,2TX0581_D0,ZT,2
SC01,9670102,ZT,2
SC01,2000194P_,ZT,1
SC01,3603822,ZT,276
SC01,3603820,ZT,106
SC01,9606886,ZT,6
SC01,0223002,ZT,2
SC01,0060024,ZT,11
SC01,9606822,ZT,280
SC01,3601122,ZT,72
SC01,9515301,ZT,8
SC01,3615224,ZT,260
SC01,9630050,ZT,23
SC01,9601043,ZT,290
SC01,9613703,ZT,48
SC01,3631000,ZT,26
SC01,9602116,ZT,6
SC01,9606823,ZT,24
SC01,0100244,ZT,20
SC01,0025028,ZT,1
SC01,1000156_,ZT,14
SC01,3606648,ZT,33
SC01,0028990,ZT,9
