McID,StatusID,TimeStamp
Machine_5,1,2018-03-07T17:49:02.097Z
Machine_2,1,2018-03-07T17:49:26.637Z
Machine_0,1,2018-03-07T17:52:01.597Z
Machine_0,1,2018-03-07T17:52:44.883Z
Machine_4,1,2018-03-07T17:53:50.097Z
Machine_0,1,2018-03-07T17:54:31.977Z
Machine_2,7,2018-03-07T17:55:31.260Z
Machine_2,9,2018-03-07T17:55:43.147Z
Machine_3,7,2018-03-07T17:57:16.417Z
Machine_2,9,2018-03-07T17:58:02.600Z
Machine_2,7,2018-03-07T17:58:07.597Z
Machine_2,1,2018-03-07T17:58:43.387Z
Machine_2,9,2018-03-07T18:00:21.343Z
Machine_5,7,2018-03-07T18:06:35.847Z
Machine_5,1,2018-03-07T18:06:39.277Z
Machine_5,0,2018-03-07T18:07:42.443Z
Machine_5,0,2018-03-07T18:10:29.393Z
Machine_3,1,2018-03-07T18:15:26.713Z
Machine_3,1,2018-03-07T18:15:26.773Z
Machine_4,9,2018-03-07T18:15:51.597Z
Machine_3,1,2018-03-07T18:19:00.857Z
Machine_1,2,2018-03-07T18:20:13.257Z
Machine_5,9,2018-03-07T18:20:56.247Z
Machine_0,7,2018-03-07T18:22:44.140Z
Machine_5,9,2018-03-07T18:24:57.660Z
Machine_3,1,2018-03-07T18:26:09.070Z
Machine_2,7,2018-03-07T18:26:23.213Z
Machine_1,9,2018-03-07T18:27:39.383Z
Machine_5,1,2018-03-07T18:29:54.493Z
Machine_1,0,2018-03-07T18:30:14.410Z
Machine_1,9,2018-03-07T18:30:21.803Z
Machine_2,39,2018-03-07T18:30:23.290Z
Machine_3,7,2018-03-07T18:31:50.253Z
Machine_5,9,2018-03-07T18:33:33.043Z
Machine_4,1,2018-03-07T18:42:49.800Z
Machine_5,9,2018-03-07T18:44:14.970Z
Machine_5,1,2018-03-07T18:45:44.197Z
Machine_4,5,2018-03-07T18:48:32.907Z
Machine_4,1,2018-03-07T18:54:32.527Z
Machine_5,4,2018-03-07T18:58:23.577Z
Machine_3,1,2018-03-07T18:59:32.843Z
Machine_0,1,2018-03-07T18:59:51.427Z
Machine_0,10,2018-03-07T18:59:52.007Z
Machine_4,1,2018-03-07T19:00:01.613Z
Machine_1,1,2018-03-07T19:05:01.250Z
Machine_5,7,2018-03-07T19:06:38.110Z
Machine_5,1,2018-03-07T19:07:26.197Z
Machine_3,0,2018-03-07T19:10:23.590Z
Machine_1,10,2018-03-07T19:11:00.650Z
Machine_0,9,2018-03-07T19:11:15.013Z
Machine_1,9,2018-03-07T19:13:49.347Z
Machine_3,1,2018-03-07T19:16:05.857Z
Machine_1,1,2018-03-07T19:16:27.967Z
Machine_5,1,2018-03-07T19:17:41.927Z
Machine_5,7,2018-03-07T19:18:41.223Z
Machine_2,7,2018-03-07T19:19:11.677Z
Machine_4,9,2018-03-07T19:21:48.240Z
Machine_1,1,2018-03-07T19:22:01.580Z
Machine_2,10,2018-03-07T19:22:05.090Z
Machine_2,9,2018-03-07T19:22:09.483Z
Machine_5,7,2018-03-07T19:23:12.397Z
Machine_2,10,2018-03-07T19:24:59.097Z
Machine_3,1,2018-03-07T19:26:58.777Z
Machine_2,0,2018-03-07T19:27:44.377Z
Machine_1,0,2018-03-07T19:27:50.107Z
Machine_5,7,2018-03-07T19:29:34.150Z
Machine_3,1,2018-03-07T19:32:16.713Z
Machine_3,8,2018-03-07T19:32:52.233Z
Machine_5,1,2018-03-07T19:34:30.957Z
Machine_3,1,2018-03-07T19:38:32.120Z
Machine_3,7,2018-03-07T19:38:34.217Z
Machine_2,17,2018-03-07T19:39:47.667Z
Machine_5,0,2018-03-07T19:41:00.603Z
Machine_4,9,2018-03-07T19:44:25.327Z
Machine_3,8,2018-03-07T19:46:38.180Z
Machine_3,2,2018-03-07T19:47:13.807Z
Machine_5,1,2018-03-07T19:47:19.017Z
Machine_3,0,2018-03-07T19:50:30.567Z
Machine_2,17,2018-03-07T19:55:00.270Z
Machine_3,0,2018-03-07T19:56:12.897Z
Machine_2,17,2018-03-07T20:00:04.473Z
Machine_2,8,2018-03-07T20:02:08.310Z
Machine_2,7,2018-03-07T20:12:27.347Z
Machine_0,1,2018-03-07T20:16:12.217Z
Machine_1,1,2018-03-07T20:16:20.357Z
Machine_2,7,2018-03-07T20:19:01.250Z
Machine_0,7,2018-03-07T20:19:18.180Z
Machine_0,7,2018-03-07T20:19:22.530Z
Machine_3,3,2018-03-07T20:22:30.980Z
Machine_1,1,2018-03-07T20:24:03.147Z
Machine_1,7,2018-03-07T20:24:13.043Z
Machine_0,10,2018-03-07T20:26:39.103Z
Machine_2,10,2018-03-07T20:27:32.143Z
Machine_0,1,2018-03-07T20:29:27.017Z
Machine_3,2,2018-03-07T20:29:43.367Z
Machine_3,2,2018-03-07T20:29:51.720Z
Machine_3,2,2018-03-07T20:29:57.843Z
Machine_2,7,2018-03-07T20:30:26.457Z
Machine_5,1,2018-03-07T20:31:31.530Z
Machine_2,9,2018-03-07T20:33:21.240Z
Machine_5,9,2018-03-07T20:34:18.620Z
Machine_1,1,2018-03-07T20:35:03.793Z
Machine_0,10,2018-03-07T20:35:12.170Z
Machine_3,1,2018-03-07T20:35:54.333Z
Machine_2,7,2018-03-07T20:36:08.313Z
Machine_0,1,2018-03-07T20:37:38.977Z
Machine_0,0,2018-03-07T20:37:39.217Z
Machine_5,0,2018-03-07T20:38:19.680Z
Machine_2,9,2018-03-07T20:39:03.267Z
Machine_1,1,2018-03-07T20:40:31.480Z
Machine_2,7,2018-03-07T20:44:43.413Z
Machine_2,10,2018-03-07T20:51:35.937Z
Machine_1,9,2018-03-07T20:51:43.983Z
Machine_0,7,2018-03-07T20:51:47.317Z
Machine_1,7,2018-03-07T20:51:47.420Z
Machine_3,3,2018-03-07T20:53:21.323Z
Machine_2,8,2018-03-07T20:54:19.720Z
Machine_2,7,2018-03-07T20:54:29.413Z
Machine_5,1,2018-03-07T20:56:11.727Z
Machine_5,7,2018-03-07T20:56:15.653Z
Machine_5,7,2018-03-07T20:57:07.347Z
Machine_1,7,2018-03-07T20:57:07.520Z
Machine_0,10,2018-03-07T20:57:12.713Z
Machine_2,9,2018-03-07T20:57:27.357Z
Machine_0,10,2018-03-07T20:59:55.507Z
Machine_0,9,2018-03-07T20:59:56.880Z
Machine_0,0,2018-03-21T10:03:15.303Z
Machine_1,5,2018-03-21T10:03:51.670Z
Machine_1,1,2018-03-21T10:04:44.550Z
Machine_1,1,2018-03-21T10:08:29.603Z
Machine_2,1,2018-03-21T10:13:47.050Z
Machine_3,5,2018-03-21T10:13:56.027Z
Machine_1,9,2018-03-21T10:14:04.080Z
Machine_3,2,2018-03-21T10:14:32.063Z
Machine_0,10,2018-03-21T10:14:56.353Z
Machine_1,1,2018-03-21T10:16:39.797Z
Machine_2,1,2018-03-21T10:16:46.630Z
Machine_1,1,2018-03-21T10:19:22.557Z
Machine_1,0,2018-03-21T10:22:05.843Z
Machine_2,10,2018-03-21T10:22:21.740Z
Machine_0,1,2018-03-21T10:22:24.193Z
Machine_0,0,2018-03-21T10:22:24.427Z
Machine_0,7,2018-03-21T10:22:30.463Z
Machine_1,7,2018-03-21T10:24:59.360Z
Machine_2,1,2018-03-21T10:27:57.337Z
Machine_1,1,2018-03-21T10:30:12.917Z
Machine_0,7,2018-03-21T10:30:27.757Z
Machine_0,0,2018-03-21T10:32:52.960Z
Machine_2,1,2018-03-21T10:32:54.607Z
Machine_1,0,2018-03-21T10:32:55.067Z
Machine_0,10,2018-03-21T10:33:15.593Z
Machine_0,7,2018-03-21T10:33:20.787Z
Machine_0,10,2018-03-21T10:38:29.823Z
Machine_0,0,2018-03-21T10:38:29.827Z
Machine_2,10,2018-03-21T10:41:16.237Z
Machine_4,3,2018-03-21T10:41:32.593Z
Machine_0,10,2018-03-21T10:44:04.453Z
Machine_1,0,2018-03-21T10:44:10.827Z
Machine_2,10,2018-03-21T10:44:10.900Z
Machine_0,10,2018-03-21T10:44:31.050Z
Machine_0,7,2018-03-21T10:44:36.307Z
Machine_3,2,2018-03-21T10:46:08.657Z
Machine_0,1,2018-03-21T10:46:58.453Z
Machine_2,8,2018-03-21T10:49:27.083Z
Machine_2,10,2018-03-21T10:49:27.327Z
Machine_2,10,2018-03-21T10:49:27.660Z
Machine_2,7,2018-03-21T10:49:35.167Z
Machine_1,7,2018-03-21T10:49:42.597Z
Machine_1,7,2018-03-21T10:49:48.997Z
Machine_0,0,2018-03-21T10:53:53.927Z
Machine_0,10,2018-03-21T10:53:54.297Z
Machine_0,7,2018-03-21T10:56:25.980Z
Machine_1,7,2018-03-21T11:00:53.803Z
Machine_0,1,2018-03-21T11:01:21.530Z
Machine_2,10,2018-03-21T11:03:25.240Z
Machine_1,1,2018-03-21T11:03:31.467Z
Machine_1,7,2018-03-21T11:03:40.783Z
Machine_0,10,2018-03-21T11:03:51.657Z
Machine_2,7,2018-03-21T11:06:19.867Z
Machine_2,10,2018-03-21T11:08:59.553Z
Machine_2,7,2018-03-21T11:09:01.080Z
Machine_0,9,2018-03-21T11:10:50.853Z
Machine_2,1,2018-03-21T11:11:44.387Z
Machine_1,1,2018-03-21T11:13:21.817Z
Machine_1,0,2018-03-21T11:13:21.823Z
Machine_0,1,2018-03-21T11:18:41.140Z
Machine_0,7,2018-03-21T11:19:01.250Z
Machine_2,7,2018-03-21T11:20:12.260Z
Machine_2,9,2018-03-21T11:20:12.510Z
Machine_2,7,2018-03-21T11:20:15.913Z
Machine_1,1,2018-03-21T11:21:30.107Z
Machine_0,10,2018-03-21T11:24:06.147Z
Machine_1,7,2018-03-21T11:31:42.173Z
Machine_2,9,2018-03-21T11:34:17.357Z
Machine_2,0,2018-03-21T11:37:03.477Z
Machine_2,0,2018-03-21T11:39:49.773Z
Machine_2,10,2018-03-21T11:39:50.290Z
Machine_0,10,2018-03-21T11:39:54.210Z
Machine_1,0,2018-03-21T11:39:56.730Z
Machine_0,7,2018-03-21T11:40:11.727Z
Machine_0,0,2018-03-21T11:42:37.870Z
Machine_2,0,2018-03-21T11:47:45.233Z
Machine_2,9,2018-03-21T11:47:47.727Z
Machine_1,10,2018-03-21T11:47:57.510Z
Machine_1,9,2018-03-21T11:48:04.060Z
Machine_2,1,2018-03-21T11:50:31.903Z
Machine_3,4,2018-03-21T11:52:58.700Z
Machine_0,1,2018-03-21T11:53:21.803Z
Machine_3,7,2018-03-21T11:53:25.223Z
Machine_0,7,2018-03-21T11:53:40.717Z
Machine_3,3,2018-03-21T11:54:08.030Z
Machine_0,10,2018-03-21T11:56:26.403Z
Machine_0,7,2018-03-21T11:56:27.747Z
Machine_5,3,2018-03-21T11:58:38.840Z
Machine_0,10,2018-03-21T12:02:12.927Z
Machine_2,7,2018-03-21T12:05:09.010Z
Machine_1,1,2018-03-21T12:05:13.203Z
Machine_1,7,2018-03-21T12:05:28.713Z
Machine_2,1,2018-03-21T12:07:16.463Z
Machine_0,0,2018-03-21T12:07:54.837Z
Machine_1,7,2018-03-21T12:16:05.170Z
Machine_1,1,2018-03-21T12:18:44.650Z
Machine_0,0,2018-03-21T12:21:21.687Z
Machine_0,10,2018-03-21T12:21:38.570Z
Machine_5,3,2018-03-21T12:23:07.963Z
Machine_2,7,2018-03-21T12:24:39.337Z
Machine_1,1,2018-03-21T12:26:53.643Z
Machine_0,7,2018-03-21T12:27:08.557Z
Machine_0,1,2018-03-21T12:32:12.753Z
Machine_5,5,2018-03-21T12:32:20.713Z
Machine_0,10,2018-03-21T12:32:27.660Z
Machine_0,7,2018-03-21T12:32:28.847Z
Machine_0,1,2018-03-21T12:34:56.687Z
Machine_1,0,2018-03-21T12:35:02.680Z
Machine_4,3,2018-03-21T12:37:10.043Z
Machine_0,0,2018-03-21T13:23:41.013Z
Machine_2,0,2018-03-21T13:23:41.790Z
Machine_2,10,2018-03-21T13:26:36.123Z
Machine_1,7,2018-03-21T13:26:57.763Z
Machine_2,9,2018-03-21T13:29:33.787Z
Machine_1,10,2018-03-21T13:29:43.550Z
Machine_1,1,2018-03-21T13:32:24.610Z
Machine_2,7,2018-03-21T13:36:15.130Z
Machine_2,7,2018-03-21T13:36:29.207Z
Machine_2,10,2018-03-21T13:39:11.407Z
Machine_1,9,2018-03-21T13:42:37.337Z
Machine_1,7,2018-03-21T13:42:40.557Z
Machine_0,1,2018-03-21T13:48:12.133Z
Machine_2,8,2018-03-21T13:51:11.993Z
Machine_1,0,2018-03-21T13:52:38.313Z
Machine_2,7,2018-03-21T13:54:40.340Z
Machine_2,9,2018-03-21T13:54:59.827Z
Machine_1,7,2018-03-21T13:55:26.870Z
Machine_1,7,2018-03-21T13:55:33.207Z
Machine_2,1,2018-03-21T13:56:33.133Z
Machine_0,10,2018-03-21T13:57:52.677Z
Machine_2,0,2018-03-21T14:00:06.527Z
Machine_2,9,2018-03-21T14:00:26.907Z
Machine_1,1,2018-03-21T14:00:49.897Z
Machine_1,1,2018-03-21T14:01:38.173Z
Machine_2,10,2018-03-21T14:02:47.310Z
Machine_3,2,2018-03-21T14:03:19.320Z
Machine_1,9,2018-03-21T14:04:50.250Z
Machine_2,8,2018-03-21T14:06:18.563Z
Machine_2,7,2018-03-21T14:07:07.553Z
Machine_1,1,2018-03-21T14:07:24.827Z
Machine_0,7,2018-03-21T14:07:39.187Z
Machine_1,7,2018-03-21T14:10:11.853Z
Machine_0,10,2018-03-21T14:10:16.930Z
Machine_2,1,2018-03-21T14:12:05.413Z
Machine_2,10,2018-03-21T14:12:06.050Z
Machine_2,7,2018-03-21T14:12:07.813Z
Machine_1,7,2018-03-21T14:13:00.457Z
Machine_1,1,2018-03-21T14:15:31.717Z
Machine_1,7,2018-03-21T14:15:42.820Z
Machine_1,9,2018-03-21T14:18:21.710Z
Machine_1,9,2018-03-21T14:21:05.947Z
Machine_2,8,2018-03-21T14:22:06.020Z
Machine_2,7,2018-03-21T14:23:23.300Z
Machine_2,10,2018-03-21T14:25:38.027Z
Machine_0,7,2018-03-21T14:29:15.510Z
Machine_0,7,2018-03-21T14:34:42.597Z
Machine_1,7,2018-03-21T14:34:42.607Z
Machine_0,10,2018-03-21T14:37:06.187Z
Machine_0,7,2018-03-21T14:37:28.193Z
Machine_4,1,2018-03-21T14:37:52.890Z
Machine_5,9,2018-03-21T14:38:02.863Z
Machine_5,4,2018-03-21T14:38:58.843Z
Machine_5,1,2018-03-21T14:38:58.937Z
Machine_2,9,2018-03-21T14:40:52.987Z
Machine_1,2,2018-03-21T14:41:54.777Z
Machine_1,5,2018-03-21T14:41:55.963Z
Machine_3,0,2018-03-21T14:42:21.960Z
Machine_1,0,2018-03-21T14:42:59.613Z
Machine_1,1,2018-03-21T14:43:01.507Z
Machine_0,7,2018-03-21T14:43:11.310Z
Machine_2,1,2018-03-21T14:43:15.180Z
Machine_2,10,2018-03-21T14:43:15.697Z
Machine_0,1,2018-03-21T14:45:30.373Z
Machine_1,7,2018-03-21T14:45:46.957Z
Machine_0,7,2018-03-21T14:45:56.910Z
Machine_0,0,2018-03-21T14:48:12.693Z
Machine_2,10,2018-03-21T14:51:33.017Z
Machine_2,7,2018-03-21T14:51:40.743Z
Machine_0,7,2018-03-21T14:52:43.153Z
Machine_3,0,2018-03-21T14:53:54.197Z
Machine_4,1,2018-03-21T14:55:00.897Z
Machine_1,1,2018-03-21T14:55:10.927Z
Machine_5,0,2018-03-21T14:56:50.843Z
Machine_3,7,2018-03-21T14:58:04.227Z
Machine_2,9,2018-03-21T14:58:45.797Z
Machine_5,10,2018-03-21T15:02:57.973Z
Machine_5,1,2018-03-21T15:03:05.723Z
Machine_2,1,2018-03-21T15:03:07.520Z
Machine_1,9,2018-03-21T15:03:26.610Z
Machine_1,7,2018-03-21T15:03:29.953Z
Machine_3,7,2018-03-21T15:05:51.787Z
Machine_5,0,2018-03-21T15:07:17.807Z
Machine_5,1,2018-03-21T15:12:51.733Z
Machine_5,0,2018-03-21T15:14:05.893Z
Machine_1,2,2018-03-21T15:18:29.707Z
Machine_4,1,2018-03-21T15:21:53.083Z
Machine_0,7,2018-03-21T15:22:42.350Z
Machine_0,10,2018-03-21T15:22:55.597Z
Machine_0,7,2018-03-21T15:22:57.033Z
Machine_2,8,2018-03-21T15:23:01.663Z
Machine_3,2,2018-03-21T15:25:23.750Z
Machine_3,2,2018-03-21T15:26:07.913Z
Machine_3,5,2018-03-21T15:29:17.100Z
Machine_0,9,2018-03-21T15:30:20.280Z
Machine_3,1,2018-03-21T15:30:34.793Z
Machine_0,9,2018-03-21T15:31:00.570Z
Machine_4,1,2018-03-21T15:32:45.860Z
Machine_3,7,2018-03-21T15:35:49.083Z
Machine_2,31,2018-03-21T15:39:47.607Z
Machine_3,2,2018-03-21T15:42:18.570Z
Machine_3,2,2018-03-21T15:42:28.180Z
Machine_5,0,2018-03-21T15:42:58.380Z
Machine_0,0,2018-03-21T15:43:27.563Z
Machine_0,10,2018-03-21T15:43:43.240Z
Machine_0,9,2018-03-21T15:43:44.097Z
Machine_1,1,2018-03-21T15:44:07.087Z
Machine_3,7,2018-03-21T15:44:54.667Z
Machine_4,9,2018-03-21T15:45:10.983Z
Machine_5,1,2018-03-21T15:45:15.600Z
Machine_0,10,2018-03-21T15:46:50.670Z
Machine_1,1,2018-03-21T15:47:14.597Z
Machine_1,7,2018-03-21T15:47:18.283Z
Machine_1,7,2018-03-21T15:47:56.570Z
Machine_1,0,2018-03-21T15:48:18.717Z
Machine_0,10,2018-03-21T15:48:27.297Z
Machine_1,7,2018-03-21T15:48:29.080Z
Machine_2,0,2018-03-21T15:48:46.170Z
Machine_3,8,2018-03-21T15:48:49.330Z
Machine_3,7,2018-03-21T15:48:51.037Z
Machine_0,9,2018-03-21T15:49:11.297Z
Machine_2,1,2018-03-21T15:49:46.917Z
Machine_3,2,2018-03-21T15:50:44.520Z
Machine_0,0,2018-03-21T15:51:13.277Z
Machine_3,1,2018-03-21T15:57:01.403Z
Machine_1,3,2018-03-21T15:57:19.433Z
Machine_1,1,2018-03-21T15:57:27.403Z
Machine_2,9,2018-03-21T15:57:56.317Z
Machine_1,1,2018-03-21T15:58:00.207Z
Machine_1,0,2018-03-21T15:58:00.213Z
Machine_0,7,2018-03-21T15:58:09.227Z
Machine_2,10,2018-03-21T15:58:24.210Z
Machine_0,1,2018-03-21T15:58:24.637Z
Machine_1,1,2018-03-21T15:58:33.497Z
Machine_0,10,2018-03-21T15:59:29.063Z
Machine_1,1,2018-03-21T15:59:37.673Z
Machine_1,7,2018-03-21T16:00:12.277Z
Machine_1,7,2018-03-21T16:00:18.550Z
Machine_2,9,2018-03-21T16:00:35.680Z
Machine_0,10,2018-03-21T16:00:48.817Z
Machine_2,9,2018-03-21T16:00:50.757Z
Machine_0,10,2018-03-21T16:01:05.297Z
Machine_1,0,2018-03-21T16:01:12.833Z
Machine_1,1,2018-03-21T16:01:13.987Z
Machine_0,7,2018-03-21T16:01:21.723Z
Machine_1,1,2018-03-21T16:01:44.897Z
Machine_2,1,2018-03-21T16:02:08.570Z
Machine_4,9,2018-03-21T16:02:14.437Z
Machine_4,1,2018-03-21T16:02:17.837Z
Machine_3,3,2018-03-21T16:02:27.823Z
Machine_3,7,2018-03-21T16:02:39.840Z
Machine_1,1,2018-03-21T16:03:21.553Z
Machine_0,0,2018-03-21T16:03:35.300Z
Machine_1,9,2018-03-21T16:04:02.587Z
Machine_0,7,2018-03-21T16:04:16.537Z
Machine_2,1,2018-03-21T16:04:19.547Z
Machine_2,10,2018-03-21T16:04:28.787Z
Machine_2,0,2018-03-21T16:04:30.807Z
Machine_1,7,2018-03-21T16:04:31.730Z
Machine_2,7,2018-03-21T16:04:42.483Z
Machine_2,1,2018-03-21T16:04:51.870Z
Machine_2,10,2018-03-21T16:05:09.217Z
Machine_2,7,2018-03-21T16:05:09.840Z
Machine_5,10,2018-03-21T16:10:17.957Z
Machine_1,1,2018-03-21T16:13:37.873Z
Machine_0,10,2018-03-21T16:13:44.810Z
Machine_0,9,2018-03-21T16:13:45.763Z
Machine_1,0,2018-03-21T16:14:09.243Z
Machine_2,9,2018-03-21T16:14:19.333Z
Machine_2,1,2018-03-21T16:14:33.247Z
Machine_2,10,2018-03-21T16:14:33.717Z
Machine_1,7,2018-03-21T16:14:51.367Z
Machine_2,9,2018-03-21T16:15:08.657Z
Machine_0,9,2018-03-21T16:15:22.640Z
Machine_2,0,2018-03-21T16:15:40.670Z
Machine_1,0,2018-03-21T16:15:46.583Z
Machine_2,9,2018-03-21T16:16:13.570Z
Machine_1,7,2018-03-21T16:16:22.340Z
Machine_0,7,2018-03-21T16:16:27.587Z
Machine_1,7,2018-03-21T16:16:54.440Z
Machine_0,10,2018-03-21T16:17:15.377Z
Machine_2,9,2018-03-21T16:17:32.870Z
Machine_1,9,2018-03-21T16:18:34.373Z
Machine_2,9,2018-03-21T16:18:55.073Z
Machine_2,1,2018-03-21T16:19:55.513Z
Machine_1,1,2018-03-21T16:20:05.100Z
Machine_2,1,2018-03-21T16:20:29.367Z
Machine_5,0,2018-03-21T16:20:33.970Z
Machine_2,7,2018-03-21T16:20:50.523Z
Machine_1,7,2018-03-21T16:21:11.930Z
Machine_0,10,2018-03-21T16:21:13.173Z
Machine_1,7,2018-03-21T16:21:18.207Z
Machine_3,1,2018-03-21T16:21:34.017Z
Machine_1,1,2018-03-21T16:21:41.600Z
Machine_2,0,2018-03-21T16:22:32.793Z
Machine_2,9,2018-03-21T16:22:34.103Z
Machine_1,1,2018-03-21T16:22:44.553Z
Machine_1,0,2018-03-21T16:22:44.557Z
Machine_0,7,2018-03-21T16:25:30.163Z
Machine_0,7,2018-03-21T16:25:50.390Z
Machine_2,0,2018-03-21T16:26:08.480Z
Machine_0,7,2018-03-21T16:26:22.490Z
Machine_2,10,2018-03-21T16:26:37.807Z
Machine_0,10,2018-03-21T16:26:38.233Z
Machine_1,7,2018-03-21T16:27:21.283Z
Machine_5,7,2018-03-21T16:27:48.443Z
Machine_0,0,2018-03-21T16:27:48.640Z
Machine_1,1,2018-03-21T16:27:49.697Z
Machine_2,1,2018-03-21T16:28:13.493Z
Machine_5,5,2018-03-21T16:28:32.683Z
Machine_2,7,2018-03-21T16:28:48.593Z
Machine_1,2,2018-03-21T16:30:28.477Z
Machine_5,1,2018-03-21T16:31:01.023Z
Machine_1,4,2018-03-21T16:33:40.413Z
Machine_0,10,2018-03-21T16:35:05.793Z
Machine_1,7,2018-03-21T16:35:40.687Z
Machine_0,0,2018-03-21T16:35:51.300Z
Machine_0,7,2018-03-21T16:35:53.200Z
Machine_1,0,2018-03-21T16:35:53.287Z
Machine_1,9,2018-03-21T16:39:15.810Z
Machine_2,10,2018-03-21T16:39:18.380Z
Machine_1,7,2018-03-21T16:39:19.153Z
Machine_2,7,2018-03-21T16:39:26.997Z
Machine_1,10,2018-03-21T16:39:27.790Z
Machine_1,7,2018-03-21T16:39:36.563Z
Machine_0,1,2018-03-21T16:39:45.697Z
Machine_2,1,2018-03-21T16:39:52.513Z
Machine_2,7,2018-03-21T16:40:01.800Z
Machine_0,1,2018-03-21T16:40:02.850Z
Machine_2,7,2018-03-21T16:40:12.260Z
Machine_0,1,2018-03-21T16:40:35.883Z
Machine_2,0,2018-03-21T16:40:42.380Z
Machine_2,9,2018-03-21T16:40:43.307Z
Machine_2,1,2018-03-21T16:40:55.787Z
Machine_2,0,2018-03-21T16:41:24.207Z
Machine_1,1,2018-03-21T16:41:45.677Z
Machine_2,7,2018-03-21T16:42:04.707Z
Machine_0,1,2018-03-21T16:42:29.163Z
Machine_0,10,2018-03-21T16:42:29.677Z
Machine_1,10,2018-03-21T16:42:54.017Z
Machine_0,0,2018-03-21T16:43:10.147Z
Machine_0,10,2018-03-21T16:43:43.030Z
Machine_2,1,2018-03-21T16:43:43.300Z
Machine_1,7,2018-03-21T16:44:18.193Z
Machine_0,7,2018-03-21T16:44:23.567Z
Machine_1,1,2018-03-21T16:44:30.817Z
Machine_0,0,2018-03-21T16:44:48.223Z
Machine_2,9,2018-03-21T16:44:50.287Z
Machine_1,0,2018-03-21T16:45:10.287Z
Machine_2,7,2018-03-21T16:45:34.187Z
Machine_0,10,2018-03-21T16:45:41.880Z
Machine_2,0,2018-03-21T16:46:52.247Z
Machine_0,9,2018-03-21T16:48:49.867Z
Machine_2,7,2018-03-21T16:48:51.400Z
Machine_2,0,2018-03-21T16:48:52.617Z
Machine_2,9,2018-03-21T16:48:55.457Z
Machine_0,10,2018-03-21T16:49:00.730Z
Machine_1,9,2018-03-21T16:49:08.687Z
Machine_2,7,2018-03-21T16:49:37.610Z
Machine_5,1,2018-03-21T16:50:03.583Z
Machine_1,9,2018-03-21T16:50:14.737Z
Machine_0,7,2018-03-21T16:50:48.627Z
Machine_2,10,2018-03-21T16:50:50.870Z
Machine_2,0,2018-03-21T16:50:52.890Z
Machine_1,0,2018-03-21T16:51:04.307Z
Machine_5,0,2018-03-21T16:51:17.777Z
Machine_5,1,2018-03-21T16:51:17.833Z
Machine_2,10,2018-03-21T16:52:11.270Z
Machine_1,1,2018-03-21T16:52:24.670Z
Machine_2,0,2018-03-21T16:52:54.790Z
Machine_1,1,2018-03-21T16:53:05.010Z
Machine_1,0,2018-03-21T16:53:05.013Z
Machine_0,9,2018-03-21T16:53:09.980Z
Machine_1,0,2018-03-21T16:54:43.760Z
Machine_2,0,2018-03-21T16:55:00.997Z
Machine_2,1,2018-03-21T16:55:14.940Z
Machine_5,10,2018-03-21T16:55:41.027Z
Machine_5,7,2018-03-21T16:55:45.103Z
Machine_5,9,2018-03-21T16:55:48.507Z
Machine_2,7,2018-03-21T16:55:48.563Z
Machine_2,9,2018-03-21T16:56:23.170Z
Machine_0,7,2018-03-21T16:56:39.250Z
Machine_0,7,2018-03-21T16:56:48.713Z
Machine_0,9,2018-03-21T16:57:11.400Z
Machine_0,9,2018-03-21T16:57:45.700Z
Machine_2,7,2018-03-21T16:57:54.050Z
Machine_2,9,2018-03-21T16:58:05.787Z
Machine_1,7,2018-03-21T16:58:17.917Z
Machine_2,9,2018-03-21T16:58:24.323Z
Machine_0,1,2018-03-21T16:58:28.340Z
Machine_5,0,2018-03-21T16:59:23.773Z
Machine_5,0,2018-03-21T17:00:45.410Z
Machine_5,9,2018-03-21T17:00:52.697Z
Machine_0,7,2018-03-21T17:01:26.777Z
Machine_0,1,2018-03-21T17:01:34.370Z
Machine_1,0,2018-03-21T17:01:47.733Z
Machine_1,1,2018-03-21T17:01:48.957Z
Machine_5,0,2018-03-21T17:03:17.510Z
Machine_5,7,2018-03-21T17:03:32.717Z
Machine_4,1,2018-03-21T17:09:07.417Z
Machine_5,7,2018-03-21T17:09:25.093Z
Machine_5,1,2018-03-21T17:10:39.027Z
Machine_5,9,2018-03-21T17:11:04.817Z
Machine_3,2,2018-03-21T17:14:01.720Z
Machine_4,1,2018-03-21T17:15:45.360Z
Machine_5,5,2018-03-21T17:21:09.553Z
Machine_0,1,2018-03-21T17:22:32.567Z
Machine_5,1,2018-03-21T17:23:01.030Z
Machine_1,9,2018-03-21T17:23:13.597Z
Machine_1,0,2018-03-21T17:23:23.230Z
Machine_0,7,2018-03-21T17:23:24.510Z
Machine_1,7,2018-03-21T17:23:26.917Z
Machine_2,9,2018-03-21T17:23:50.403Z
Machine_2,0,2018-03-21T17:23:50.410Z
Machine_5,0,2018-03-21T17:23:52.890Z
Machine_0,7,2018-03-21T17:24:11.353Z
Machine_0,1,2018-03-21T17:24:18.787Z
Machine_1,0,2018-03-21T17:24:36.393Z
Machine_0,10,2018-03-21T17:24:58.727Z
Machine_1,9,2018-03-21T17:25:06.663Z
Machine_1,0,2018-03-21T17:25:16.267Z
Machine_3,0,2018-03-21T17:25:38.863Z
Machine_0,7,2018-03-21T17:25:40.757Z
Machine_0,9,2018-03-21T17:26:00.467Z
