CompID,CompName,CompRef,ErrorCode,ErrorText,ErrorType,FeederID,GoodPickUps,HammerGW.ts_load,InsertDate,McID,Milliseconds,NozzleNum,NozzleSize,Slot,Station,SubSlot,TimeStamp,Type
022998,000897,0,No error,,1,86117600,2,2021-10-29T08:56:22.092Z,2021-10-29T10:13:03.057Z,06,968,0,0,54,67,0,2021-10-29T10:13:02.967Z,-1
091992,077137,0,No error,,1,82099961,2,2021-10-29T08:56:22.092Z,2021-10-29T10:13:03.307Z,02,254,0,0,139,69,0,2021-10-29T10:13:03.253Z,-1
075456,074450,0,No error,,1,82385441,0,2021-10-29T08:56:22.092Z,2021-10-29T10:13:03.370Z,02,269,0,0,29,17,0,2021-10-29T10:13:03.270Z,-1
002321,021954,0,No error,,1,82552401,0,2021-10-29T08:56:22.092Z,2021-10-29T10:13:03.370Z,01,296,0,0,190,94,0,2021-10-29T10:13:03.297Z,-1
095130,005899,0,No error,,1,82385447,2,2021-10-29T08:56:22.092Z,2021-10-29T10:13:03.400Z,04,311,0,0,74,43,0,2021-10-29T10:13:03.310Z,-1
048835,036320,0,No error,,1,82216711,0,2021-10-29T08:56:22.092Z,2021-10-29T10:13:03.523Z,04,374,0,0,66,48,0,2021-10-29T10:13:03.373Z,-1
048467,028573,0,No error,,1,82552391,2,2021-10-29T08:56:22.092Z,2021-10-29T10:13:03.557Z,09,452,0,0,55,98,0,2021-10-29T10:13:03.453Z,-1
085955,096438,0,No error,,1,82531638,0,2021-10-29T08:56:22.092Z,2021-10-29T10:13:03.570Z,04,498,0,0,189,20,0,2021-10-29T10:13:03.497Z,-1
023265,026698,0,No error,,1,86204851,0,2021-10-29T08:56:22.092Z,2021-10-29T10:13:03.587Z,01,514,0,0,22,8,0,2021-10-29T10:13:03.513Z,-1
090728,092404,0,No error,,1,86204849,0,2021-10-29T08:56:22.092Z,2021-10-29T10:13:03.650Z,09,530,0,0,159,81,0,2021-10-29T10:13:03.530Z,-1
026608,017289,0,No error,,1,82385254,2,2021-10-29T08:56:22.092Z,2021-10-29T10:13:03.807Z,06,545,0,0,135,75,0,2021-10-29T10:13:03.547Z,-1
008795,032830,0,No error,,1,12129213,0,2021-10-29T08:56:22.092Z,2021-10-29T10:13:03.807Z,03,566,0,0,139,69,0,2021-10-29T10:13:03.567Z,-1
007899,076872,0,No error,,1,82385344,2,2021-10-29T08:56:22.092Z,2021-10-29T10:13:03.837Z,05,799,0,0,160,91,0,2021-10-29T10:13:03.800Z,-1
079521,029837,0,No error,,1,82572662,4,2021-10-29T08:56:22.092Z,2021-10-29T10:13:03.870Z,02,809,0,0,182,84,0,2021-10-29T10:13:03.810Z,-1
089553,049060,0,No error,,1,82531595,20,2021-10-29T08:56:22.092Z,2021-10-29T10:13:04.010Z,04,970,0,0,105,96,0,2021-10-29T10:13:03.970Z,-1
029996,034165,0,No error,,1,86593257,2,2021-10-29T08:56:22.092Z,2021-10-29T10:13:04.010Z,06,13,0,0,6,95,0,2021-10-29T10:13:04.013Z,-1
015471,071167,0,No error,,1,82258243,0,2021-10-29T08:56:22.092Z,2021-10-29T10:13:04.167Z,08,127,0,0,197,62,0,2021-10-29T10:13:04.127Z,-1
041533,059337,0,No error,,1,82558062,18,2021-10-29T08:56:22.092Z,2021-10-29T10:13:04.167Z,05,169,0,0,31,51,0,2021-10-29T10:13:04.170Z,-1
096990,022473,0,No error,,1,82531637,0,2021-10-29T08:56:22.092Z,2021-10-29T10:13:04.477Z,10,403,0,0,16,15,0,2021-10-29T10:13:04.403Z,-1
034481,098875,0,No error,,1,12053707,0,2021-10-29T08:56:22.092Z,2021-10-29T10:13:04.493Z,10,461,0,0,180,47,0,2021-10-29T10:13:04.460Z,-1
095184,097277,0,No error,,1,82099968,0,2021-10-29T08:56:22.092Z,2021-10-29T10:13:04.493Z,03,496,0,0,143,39,0,2021-10-29T10:13:04.497Z,-1
071555,049092,0,No error,,1,86204967,0,2021-10-29T08:56:22.092Z,2021-10-29T10:13:04.713Z,02,625,0,0,187,83,0,2021-10-29T10:13:04.627Z,-1
083503,017969,0,No error,,1,82256201,18,2021-10-29T08:56:22.092Z,2021-10-29T10:13:04.713Z,09,653,0,0,41,16,0,2021-10-29T10:13:04.653Z,-1
020940,003739,0,No error,,1,82316589,0,2021-10-29T08:56:22.092Z,2021-10-29T10:13:04.743Z,09,673,0,0,78,66,0,2021-10-29T10:13:04.673Z,-1
035419,022558,0,No error,,1,12072075,0,2021-10-29T08:56:22.092Z,2021-10-29T10:13:04.760Z,07,715,0,0,152,10,0,2021-10-29T10:13:04.717Z,-1
078489,057072,0,No error,,1,82531675,0,2021-10-29T08:56:22.092Z,2021-10-29T10:13:04.917Z,03,902,0,0,129,84,0,2021-10-29T10:13:04.903Z,-1
086058,011096,0,No error,,1,82551987,0,2021-10-29T08:56:22.092Z,2021-10-29T10:13:04.930Z,08,937,0,0,58,32,0,2021-10-29T10:13:04.937Z,-1
050704,063560,0,No error,,1,86204947,2,2021-10-29T08:56:22.092Z,2021-10-29T10:13:05.120Z,10,121,0,0,119,6,0,2021-10-29T10:13:05.120Z,-1
090225,089508,0,No error,,1,82370603,2,2021-10-29T08:56:22.092Z,2021-10-29T10:13:05.447Z,04,375,0,0,132,4,0,2021-10-29T10:13:05.377Z,-1
009443,020090,0,No error,,1,82385442,0,2021-10-29T08:56:22.092Z,2021-10-29T10:13:05.447Z,08,448,0,0,180,69,0,2021-10-29T10:13:05.447Z,-1
034372,091609,0,No error,,1,82099821,0,2021-10-29T08:56:22.092Z,2021-10-29T10:13:05.570Z,09,573,0,0,67,63,0,2021-10-29T10:13:05.573Z,-1
043240,011456,0,No error,,1,82316518,2,2021-10-29T08:56:22.092Z,2021-10-29T10:13:05.773Z,05,781,0,0,138,17,0,2021-10-29T10:13:05.780Z,-1
026711,050988,0,No error,,1,82316586,2,2021-10-29T08:56:22.092Z,2021-10-29T10:13:05.963Z,08,968,0,0,110,6,0,2021-10-29T10:13:05.967Z,-1
092828,032917,0,No error,,1,82552500,2,2021-10-29T08:56:22.092Z,2021-10-29T10:13:06.150Z,08,155,0,0,118,89,0,2021-10-29T10:13:06.157Z,-1
092311,095243,0,No error,,1,82303777,0,2021-10-29T08:56:22.092Z,2021-10-29T10:13:09.213Z,10,213,0,0,196,13,0,2021-10-29T10:13:09.213Z,-1
099635,018963,0,No error,,1,82370729,0,2021-10-29T08:56:22.092Z,2021-10-29T10:13:09.430Z,08,431,0,0,62,72,0,2021-10-29T10:13:09.430Z,-1
039361,018954,0,No error,,1,82385401,0,2021-10-29T08:56:22.092Z,2021-10-29T10:13:09.620Z,04,619,0,0,176,87,0,2021-10-29T10:13:09.620Z,-1
002641,034738,0,No error,,1,82099818,0,2021-10-29T08:56:22.092Z,2021-10-29T10:13:09.837Z,02,837,0,0,46,43,0,2021-10-29T10:13:09.837Z,-1
079860,027012,0,No error,,1,82256202,0,2021-10-29T08:56:22.092Z,2021-10-29T10:13:10.023Z,01,24,0,0,166,19,0,2021-10-29T10:13:10.023Z,-1
012786,063546,0,No error,,1,82096939,0,2021-10-29T08:56:22.092Z,2021-10-29T10:13:10.260Z,06,253,0,0,19,47,0,2021-10-29T10:13:10.253Z,-1
043950,025792,0,No error,,1,82216696,0,2021-10-29T08:56:22.092Z,2021-10-29T10:13:12.493Z,09,489,0,0,194,24,0,2021-10-29T10:13:12.490Z,-1
013021,019074,0,No error,,1,82385430,0,2021-10-29T08:56:22.092Z,2021-10-29T10:13:12.680Z,03,676,0,0,124,97,0,2021-10-29T10:13:12.677Z,-1
024075,059637,0,No error,,1,82370598,0,2021-10-29T08:56:22.092Z,2021-10-29T10:13:13.087Z,07,82,0,0,187,40,0,2021-10-29T10:13:13.083Z,-1
043060,067077,0,No error,,1,82528918,0,2021-10-29T08:56:22.092Z,2021-10-29T10:13:13.273Z,10,269,0,0,53,51,0,2021-10-29T10:13:13.270Z,-1
069666,075171,0,No error,,1,82385303,0,2021-10-29T08:56:22.092Z,2021-10-29T10:13:13.523Z,07,519,0,0,49,50,0,2021-10-29T10:13:13.520Z,-1
089177,056209,0,No error,,1,82250658,0,2021-10-29T08:56:22.092Z,2021-10-29T10:13:13.713Z,01,706,0,0,62,72,0,2021-10-29T10:13:13.707Z,-1
005368,003067,0,No error,,1,82099777,0,2021-10-29T08:56:22.092Z,2021-10-29T10:13:13.930Z,02,924,0,0,99,79,0,2021-10-29T10:13:13.923Z,-1
050936,006602,0,No error,,1,82385444,0,2021-10-29T08:56:22.092Z,2021-10-29T10:13:14.167Z,02,174,0,0,132,70,0,2021-10-29T10:13:14.173Z,-1
033361,004523,L143,8000D701,,0,24028310,12,2021-10-29T08:56:22.092Z,2021-10-29T10:13:45.400Z,01,33,1,2,119,96,0,2021-10-29T10:13:45.033Z,-1
061599,099144,0,No error,,1,10156,0,2021-10-29T08:56:22.092Z,2021-10-29T10:20:23.057Z,04,997,0,0,125,87,0,2021-10-29T10:20:22.997Z,null
020527,047386,0,No error,,1,86204973,0,2021-10-29T08:56:22.092Z,2021-10-29T10:21:01.777Z,05,781,0,0,51,27,0,2021-10-29T10:21:01.780Z,null
044805,002778,0,No error,,1,10156,34,2021-10-29T08:56:22.092Z,2021-10-29T10:21:39.213Z,08,195,0,0,71,15,0,2021-10-29T10:21:39.197Z,null
022370,034691,0,No error,,1,82385413,0,2021-10-29T08:56:22.092Z,2021-10-29T10:23:25.057Z,05,52,0,0,43,1,0,2021-10-29T10:23:25.053Z,-1
023804,020836,0,No error,,1,82293036,0,2021-10-29T08:56:22.092Z,2021-10-29T10:23:25.887Z,09,884,0,0,54,1,0,2021-10-29T10:23:25.883Z,-1
080161,076035,0,No error,,1,2055653,35,2021-10-29T08:56:22.092Z,2021-10-29T10:24:21.353Z,08,289,0,0,50,12,0,2021-10-29T10:24:21.290Z,-1
015639,042563,0,No error,,1,2055656,28,2021-10-29T08:56:22.092Z,2021-10-29T10:25:18.027Z,03,997,0,0,76,45,0,2021-10-29T10:25:17.997Z,-1
042049,089271,0,No error,,1,2055654,25,2021-10-29T08:56:22.092Z,2021-10-29T10:25:36.043Z,08,990,0,0,19,51,0,2021-10-29T10:25:35.990Z,-1
019423,033926,R83,8000D701,,0,86116842,380,2021-10-29T08:56:22.092Z,2021-10-29T10:27:57.310Z,09,194,1,13,162,2,0,2021-10-29T10:27:57.193Z,-1
063139,045237,R233,8000D721,,0,82490365,24,2021-10-29T08:56:22.092Z,2021-10-29T10:27:59.150Z,08,145,1,6,15,87,0,2021-10-29T10:27:59.147Z,-1
082770,081524,Q131,8000D744,,0,86425758,6,2021-10-29T08:56:22.092Z,2021-10-29T10:27:59.213Z,08,155,1,3,193,34,0,2021-10-29T10:27:59.157Z,-1
024031,056906,R176,8000D701,,0,86116848,51,2021-10-29T08:56:22.092Z,2021-10-29T10:28:36.823Z,06,821,1,7,192,88,0,2021-10-29T10:28:36.820Z,-1
007582,084899,0,No error,,1,86116848,703,2021-10-29T08:56:22.092Z,2021-10-29T10:28:36.840Z,06,916,0,0,92,55,0,2021-10-29T10:28:36.917Z,-1
021626,014136,0,No error,,1,10572,0,2021-10-29T08:56:22.092Z,2021-10-29T10:29:30.683Z,08,646,0,0,58,59,0,2021-10-29T10:29:30.647Z,null
019303,077485,0,No error,,1,10572,18,2021-10-29T08:56:22.092Z,2021-10-29T10:29:59.917Z,02,945,0,0,100,14,0,2021-10-29T10:29:59.947Z,null
003686,094341,0,No error,,1,869446074,0,2021-10-29T08:56:22.092Z,2021-10-29T10:31:19.137Z,09,136,0,0,140,25,0,2021-10-29T10:31:19.137Z,-1
013859,001492,0,No error,,1,82558162,0,2021-10-29T08:56:22.092Z,2021-10-29T10:31:34.200Z,02,187,0,0,189,29,0,2021-10-29T10:31:34.187Z,-1
085589,088916,0,No error,,1,82370506,0,2021-10-29T08:56:22.092Z,2021-10-29T10:31:35.090Z,03,92,0,0,165,76,0,2021-10-29T10:31:35.093Z,-1
012751,006186,0,No error,,1,82258241,0,2021-10-29T08:56:22.092Z,2021-10-29T10:32:00.090Z,06,86,0,0,164,86,0,2021-10-29T10:32:00.087Z,-1
071950,093293,0,No error,,1,24028310,0,2021-10-29T08:56:22.092Z,2021-10-29T10:32:18.637Z,10,648,0,0,154,23,0,2021-10-29T10:32:18.647Z,-1
094229,029061,0,No error,,1,86204973,48,2021-10-29T08:56:22.092Z,2021-10-29T10:32:20.620Z,01,679,0,0,25,53,0,2021-10-29T10:32:20.680Z,null
036633,037020,0,No error,,1,869446074,0,2021-10-29T08:56:22.092Z,2021-10-29T10:32:32.887Z,05,890,0,0,139,27,0,2021-10-29T10:32:32.890Z,-1
006410,059334,L143,8000D701,,0,24028310,4,2021-10-29T08:56:22.092Z,2021-10-29T10:32:34.137Z,08,826,1,2,122,89,0,2021-10-29T10:32:33.827Z,-1
051725,085012,0,No error,,1,24028310,0,2021-10-29T08:56:22.092Z,2021-10-29T10:32:34.060Z,06,896,0,0,161,14,0,2021-10-29T10:32:33.897Z,-1
001256,078102,C29,8000D701,,0,869446074,0,2021-10-29T08:56:22.092Z,2021-10-29T10:32:46.073Z,08,171,1,9,26,4,0,2021-10-29T10:32:46.170Z,-1
062999,029275,C62,8000D701,,0,869446074,0,2021-10-29T08:56:22.092Z,2021-10-29T10:32:46.137Z,08,181,1,10,48,82,0,2021-10-29T10:32:46.180Z,-1
068093,002526,C61,8000D701,,0,869446074,0,2021-10-29T08:56:22.092Z,2021-10-29T10:32:46.170Z,07,191,1,11,107,77,0,2021-10-29T10:32:46.190Z,-1
042781,038481,C108,8000D701,,0,869446074,0,2021-10-29T08:56:22.092Z,2021-10-29T10:32:46.230Z,08,201,1,12,103,32,0,2021-10-29T10:32:46.200Z,-1
053904,069235,C100,8000D701,,0,869446074,0,2021-10-29T08:56:22.092Z,2021-10-29T10:32:46.260Z,06,211,1,13,97,9,0,2021-10-29T10:32:46.210Z,-1
017024,010123,C104,8000D701,,0,869446074,0,2021-10-29T08:56:22.092Z,2021-10-29T10:32:46.323Z,04,221,1,14,104,60,0,2021-10-29T10:32:46.220Z,-1
019575,058929,C109,8000D701,,0,869446074,0,2021-10-29T08:56:22.092Z,2021-10-29T10:32:46.387Z,08,231,1,15,61,49,0,2021-10-29T10:32:46.230Z,-1
046546,099932,C99,8000D701,,0,869446074,0,2021-10-29T08:56:22.092Z,2021-10-29T10:32:46.420Z,10,241,1,16,141,25,0,2021-10-29T10:32:46.240Z,-1
000343,027040,C44,8000D701,,0,869446074,0,2021-10-29T08:56:22.092Z,2021-10-29T10:32:46.480Z,09,251,1,17,190,57,0,2021-10-29T10:32:46.250Z,-1
013938,071683,C105,8000D701,,0,869446074,0,2021-10-29T08:56:22.092Z,2021-10-29T10:32:46.510Z,09,261,1,18,195,96,0,2021-10-29T10:32:46.260Z,-1
081395,079473,C58,8000D701,,0,869446074,0,2021-10-29T08:56:22.092Z,2021-10-29T10:32:46.573Z,10,271,1,19,176,86,0,2021-10-29T10:32:46.270Z,-1
046010,078309,C80,8000D701,,0,869446074,0,2021-10-29T08:56:22.092Z,2021-10-29T10:32:46.637Z,10,281,1,20,96,42,0,2021-10-29T10:32:46.280Z,-1
093066,016092,C90,8000D701,,0,869446074,0,2021-10-29T08:56:22.092Z,2021-10-29T10:32:46.670Z,03,291,1,21,159,47,0,2021-10-29T10:32:46.290Z,-1
075738,060725,C101,8000D701,,0,869446074,0,2021-10-29T08:56:22.092Z,2021-10-29T10:32:46.730Z,01,301,1,22,35,49,0,2021-10-29T10:32:46.300Z,-1
025825,073697,C103,8000D701,,0,869446074,0,2021-10-29T08:56:22.092Z,2021-10-29T10:32:46.760Z,01,311,1,23,150,33,0,2021-10-29T10:32:46.310Z,-1
036813,090170,C29,8000D701,,0,869446074,0,2021-10-29T08:56:22.092Z,2021-10-29T10:32:46.823Z,01,321,1,1,189,28,0,2021-10-29T10:32:46.320Z,-1
039349,002264,C62,8000D701,,0,869446074,0,2021-10-29T08:56:22.092Z,2021-10-29T10:32:46.887Z,02,331,1,2,13,17,0,2021-10-29T10:32:46.330Z,-1
099068,037109,C61,8000D701,,0,869446074,0,2021-10-29T08:56:22.092Z,2021-10-29T10:32:46.920Z,07,341,1,3,60,16,0,2021-10-29T10:32:46.340Z,-1
006008,033771,C108,8000D701,,0,869446074,0,2021-10-29T08:56:22.092Z,2021-10-29T10:32:46.980Z,09,351,1,4,164,99,0,2021-10-29T10:32:46.350Z,-1
073818,027534,C100,8000D701,,0,869446074,0,2021-10-29T08:56:22.092Z,2021-10-29T10:32:47.043Z,08,361,1,5,102,93,0,2021-10-29T10:32:46.360Z,-1
054626,034440,C104,8000D701,,0,869446074,0,2021-10-29T08:56:22.092Z,2021-10-29T10:32:47.073Z,05,371,1,6,102,38,0,2021-10-29T10:32:46.370Z,-1
000670,058684,C109,8000D701,,0,869446074,0,2021-10-29T08:56:22.092Z,2021-10-29T10:32:47.137Z,02,381,1,7,57,96,0,2021-10-29T10:32:46.380Z,-1
043060,087221,C99,8000D701,,0,869446074,0,2021-10-29T08:56:22.092Z,2021-10-29T10:32:47.170Z,10,391,1,8,15,39,0,2021-10-29T10:32:46.390Z,-1
031793,030023,C44,8000D701,,0,869446074,0,2021-10-29T08:56:22.092Z,2021-10-29T10:32:47.230Z,07,401,1,9,154,38,0,2021-10-29T10:32:46.400Z,-1
022164,032325,C105,8000D701,,0,869446074,0,2021-10-29T08:56:22.092Z,2021-10-29T10:32:47.260Z,03,411,1,10,144,30,0,2021-10-29T10:32:46.410Z,-1
045666,071950,C58,8000D701,,0,869446074,0,2021-10-29T08:56:22.092Z,2021-10-29T10:32:47.323Z,01,421,1,11,104,17,0,2021-10-29T10:32:46.420Z,-1
038857,021013,C80,8000D701,,0,869446074,0,2021-10-29T08:56:22.092Z,2021-10-29T10:32:47.387Z,10,431,1,12,70,21,0,2021-10-29T10:32:46.430Z,-1
061478,019008,C90,8000D701,,0,869446074,0,2021-10-29T08:56:22.092Z,2021-10-29T10:32:47.420Z,08,441,1,13,105,81,0,2021-10-29T10:32:46.440Z,-1
032117,076045,C101,8000D701,,0,869446074,0,2021-10-29T08:56:22.092Z,2021-10-29T10:32:47.480Z,04,451,1,14,144,25,0,2021-10-29T10:32:46.450Z,-1
099205,011903,C103,8000D701,,0,869446074,0,2021-10-29T08:56:22.092Z,2021-10-29T10:32:47.510Z,02,461,1,15,3,31,0,2021-10-29T10:32:46.460Z,-1
090726,007322,C337,8000D701,,0,869446074,0,2021-10-29T08:56:22.092Z,2021-10-29T10:32:47.573Z,05,471,1,16,115,83,0,2021-10-29T10:32:46.470Z,-1
007132,040158,C339,8000D701,,0,869446074,0,2021-10-29T08:56:22.092Z,2021-10-29T10:32:47.637Z,03,481,1,17,9,37,0,2021-10-29T10:32:46.480Z,-1
042176,090740,C343,8000D701,,0,869446074,0,2021-10-29T08:56:22.092Z,2021-10-29T10:32:47.670Z,07,491,1,18,103,33,0,2021-10-29T10:32:46.490Z,-1
097572,006136,C347,8000D701,,0,869446074,0,2021-10-29T08:56:22.092Z,2021-10-29T10:32:47.730Z,04,501,1,19,152,1,0,2021-10-29T10:32:46.500Z,-1
046835,018566,C101,8000D701,,0,869446074,0,2021-10-29T08:56:22.092Z,2021-10-29T10:32:47.857Z,10,511,1,20,69,63,0,2021-10-29T10:32:46.510Z,-1
096740,007879,C90,8000D701,,0,869446074,75,2021-10-29T08:56:22.092Z,2021-10-29T10:32:47.857Z,10,521,1,21,71,86,0,2021-10-29T10:32:46.520Z,-1
025720,063473,0,No error,,1,869446074,0,2021-10-29T08:56:22.092Z,2021-10-29T10:32:45.997Z,10,586,0,0,30,4,0,2021-10-29T10:32:46.587Z,-1
041505,043326,0,No error,,1,869446074,0,2021-10-29T08:56:22.092Z,2021-10-29T10:32:46.010Z,08,591,0,0,36,74,0,2021-10-29T10:32:46.590Z,-1
048398,063604,0,No error,,1,869446074,3121,2021-10-29T08:56:22.092Z,2021-10-29T10:32:47.903Z,05,596,0,0,87,21,0,2021-10-29T10:32:46.597Z,-1
057554,018933,0,No error,,1,2055652,8,2021-10-29T08:56:22.092Z,2021-10-29T10:32:48.810Z,02,655,0,0,133,71,0,2021-10-29T10:32:48.657Z,-1
076947,078816,0,No error,,1,2052722,25,2021-10-29T08:56:22.092Z,2021-10-29T10:33:07.450Z,03,417,0,0,119,67,0,2021-10-29T10:33:07.417Z,-1
038612,081505,0,No error,,1,12035729,0,2021-10-29T08:56:22.092Z,2021-10-29T10:33:08.950Z,07,951,0,0,170,21,0,2021-10-29T10:33:08.950Z,-1
017714,018203,0,No error,,1,12078676,0,2021-10-29T08:56:22.092Z,2021-10-29T10:33:25.247Z,03,237,0,0,27,63,0,2021-10-29T10:33:25.237Z,-1
039301,040587,0,No error,,1,10511,0,2021-10-29T08:56:22.092Z,2021-10-29T10:35:47.637Z,09,579,0,0,94,60,0,2021-10-29T10:35:47.580Z,null
076433,072105,0,No error,,1,10511,2,2021-10-29T08:56:22.092Z,2021-10-29T10:36:18.357Z,01,407,0,0,167,55,0,2021-10-29T10:36:18.407Z,null
017692,033651,0,No error,,1,2055654,25,2021-10-29T08:56:22.092Z,2021-10-29T10:37:52.183Z,02,119,0,0,44,88,0,2021-10-29T10:37:52.120Z,-1
057009,099921,0,No error,,1,2052659,3,2021-10-29T08:56:22.092Z,2021-10-29T10:38:11.370Z,04,310,0,0,41,8,0,2021-10-29T10:38:11.310Z,-1
041842,067835,R10,8000D721,,0,86116848,1392,2021-10-29T08:56:22.092Z,2021-10-29T10:39:00.513Z,04,527,1,7,19,40,0,2021-10-29T10:39:00.527Z,-1
091254,030360,0,No error,,1,86204950,0,2021-10-29T08:56:22.092Z,2021-10-29T10:39:23.997Z,07,10,0,0,73,1,0,2021-10-29T10:39:24.010Z,-1
091451,040703,0,No error,,1,86117552,0,2021-10-29T08:56:22.092Z,2021-10-29T10:39:53.980Z,01,968,0,0,82,1,0,2021-10-29T10:39:53.967Z,-1
090264,067232,0,No error,,1,82552418,12,2021-10-29T08:56:22.092Z,2021-10-29T10:40:18.060Z,08,52,0,0,165,81,0,2021-10-29T10:40:18.053Z,-1
055023,053031,0,No error,,1,82574113,0,2021-10-29T08:56:22.092Z,2021-10-29T10:40:43.043Z,02,32,0,0,66,91,0,2021-10-29T10:40:43.033Z,-1
002311,098662,0,No error,,1,12053681,0,2021-10-29T08:56:22.092Z,2021-10-29T10:41:04.560Z,02,560,0,0,182,54,0,2021-10-29T10:41:04.560Z,-1
012230,088256,0,No error,,1,2014206,0,2021-10-29T08:56:22.092Z,2021-10-29T10:41:50.950Z,08,915,0,0,52,82,0,2021-10-29T10:41:50.917Z,null
067221,067584,0,No error,,1,1014203,0,2021-10-29T08:56:22.092Z,2021-10-29T10:42:18.217Z,05,194,0,0,135,69,0,2021-10-29T10:42:18.193Z,null
013375,027335,0,No error,,1,2014203,0,2021-10-29T08:56:22.092Z,2021-10-29T10:42:34.903Z,04,853,0,0,9,3,0,2021-10-29T10:42:34.853Z,null
085583,086334,0,No error,,1,82574113,0,2021-10-29T08:56:22.092Z,2021-10-29T10:42:43.357Z,10,346,0,0,149,22,0,2021-10-29T10:42:43.347Z,-1
005518,039804,R159,8000340F,,0,869446002,1044,2021-10-29T08:56:22.092Z,2021-10-29T10:43:09.687Z,09,696,1,8,165,16,0,2021-10-29T10:43:09.697Z,-1
069834,074546,M1,8000D741,,0,2055652,16,2021-10-29T08:56:22.092Z,2021-10-29T10:43:15.840Z,10,600,1,1,81,18,0,2021-10-29T10:43:15.600Z,-1
087109,065665,0,No error,,1,2055655,20,2021-10-29T08:56:22.092Z,2021-10-29T10:43:41.467Z,09,428,0,0,70,93,0,2021-10-29T10:43:41.427Z,-1
034302,074978,0,No error,,1,2052722,25,2021-10-29T08:56:22.092Z,2021-10-29T10:43:59.623Z,04,588,0,0,166,39,0,2021-10-29T10:43:59.587Z,-1
043183,009700,0,No error,,1,82531616,0,2021-10-29T08:56:22.092Z,2021-10-29T10:44:11.450Z,03,440,0,0,123,13,0,2021-10-29T10:44:11.440Z,-1
066589,025619,0,No error,,1,82099830,0,2021-10-29T08:56:22.092Z,2021-10-29T10:45:19.077Z,06,71,0,0,37,49,0,2021-10-29T10:45:19.070Z,-1
056044,092693,0,No error,,1,82552361,0,2021-10-29T08:56:22.092Z,2021-10-29T10:46:01.967Z,01,942,0,0,43,68,0,2021-10-29T10:46:01.943Z,-1
002458,049083,0,No error,,1,2055656,7,2021-10-29T08:56:22.092Z,2021-10-29T10:46:32.077Z,06,52,0,0,126,30,0,2021-10-29T10:46:32.053Z,-1
086613,085111,0,No error,,1,82574107,92,2021-10-29T08:56:22.092Z,2021-10-29T10:47:18.797Z,03,856,0,0,165,54,0,2021-10-29T10:47:18.857Z,-1
082511,025209,0,No error,,1,1015695,0,2021-10-29T08:56:22.092Z,2021-10-29T10:50:13.297Z,07,259,0,0,179,67,0,2021-10-29T10:50:13.260Z,null
017459,063043,0,No error,,1,2014207,0,2021-10-29T08:56:22.092Z,2021-10-29T10:50:25.077Z,01,47,0,0,110,7,0,2021-10-29T10:50:25.047Z,null
039712,037207,U5,8000D744,,0,2055651,5,2021-10-29T08:56:22.092Z,2021-10-29T10:50:41.373Z,10,271,1,1,4,69,0,2021-10-29T10:50:41.270Z,-1
086326,064092,0,No error,,1,82385420,0,2021-10-29T08:56:22.092Z,2021-10-29T10:51:14.560Z,02,554,0,0,91,49,0,2021-10-29T10:51:14.553Z,-1
000775,070465,0,No error,,1,869445421,0,2021-10-29T08:56:22.092Z,2021-10-29T10:51:50.187Z,07,175,0,0,164,33,0,2021-10-29T10:51:50.177Z,-1
001630,047892,R283,8000D701,,0,869445421,0,2021-10-29T08:56:22.092Z,2021-10-29T10:52:06.500Z,04,499,1,5,176,28,0,2021-10-29T10:52:06.500Z,-1
015596,068554,R400,8000D701,,0,869445421,0,2021-10-29T08:56:22.092Z,2021-10-29T10:52:06.560Z,05,509,1,6,171,54,0,2021-10-29T10:52:06.510Z,-1
036451,052387,R85,8000D701,,0,869445421,0,2021-10-29T08:56:22.092Z,2021-10-29T10:52:06.593Z,08,519,1,7,79,99,0,2021-10-29T10:52:06.520Z,-1
022832,070036,R122,8000340C,,0,869445421,65,2021-10-29T08:56:22.092Z,2021-10-29T10:52:06.657Z,10,529,1,3,150,49,0,2021-10-29T10:52:06.530Z,-1
071760,026648,0,No error,,1,869445421,0,2021-10-29T08:56:22.092Z,2021-10-29T10:52:06.467Z,10,584,0,0,181,58,0,2021-10-29T10:52:06.583Z,-1
076706,048764,0,No error,,1,1014205,0,2021-10-29T08:56:22.092Z,2021-10-29T10:53:14.890Z,05,849,0,0,111,71,0,2021-10-29T10:53:14.850Z,null
033168,037440,0,No error,,1,869445421,45,2021-10-29T08:56:22.092Z,2021-10-29T10:53:29.983Z,04,29,0,0,155,12,0,2021-10-29T10:53:30.030Z,-1
073309,032319,R5,8000D727,,0,86116850,42,2021-10-29T08:56:22.092Z,2021-10-29T10:53:31.140Z,03,147,1,6,195,96,0,2021-10-29T10:53:31.147Z,-1
045491,096884,0,No error,,1,1014201,0,2021-10-29T08:56:22.092Z,2021-10-29T10:53:47.750Z,07,706,0,0,6,68,0,2021-10-29T10:53:47.707Z,null
001840,040903,0,No error,,1,63459,0,2021-10-29T08:56:22.092Z,2021-10-29T10:54:24.860Z,04,839,0,0,195,97,0,2021-10-29T10:54:24.840Z,null
083802,021568,0,No error,,1,1014202,0,2021-10-29T08:56:22.092Z,2021-10-29T10:54:35.967Z,03,910,0,0,88,14,0,2021-10-29T10:54:35.910Z,null
019648,091550,0,No error,,1,86132104,0,2021-10-29T08:56:22.092Z,2021-10-29T10:54:36.187Z,05,183,0,0,64,50,0,2021-10-29T10:54:36.183Z,-1
